9,"three-wave,field,study"
10,"behavioral,agency,model"
10,bam
10,"executives,endow"
10,"current,wealth"
10,"prospective,wealth"
10,"endowment,effect"
10,"current,wealth"
10,"prospective,wealth"
10,"executives,perceive"
10,"future,outcomes"
10,"psychology,research"
10,"temporal,perceptions"
10,drawing
10,"temporal,focus"
10,ceos
10,bam
10,"’,s,endowment,effect"
10,"prospective,wealth"
10,ceos
10,"prospective,wealth"
10,"current,wealth"
10,"main,relationships"
10,bam
10,ceo-year
10,"empirical,support"
10,findings
10,bam
10,"wealth,types"
10,ceos
10,"’,temporal,focus"
11,"directors,’,independence,and/or,leadership"
11,"independent,chair,improves"
11,"micro-level,approach"
11,ceo
11,"important,reason"
11,"boardroom,dynamics"
11,"directors,’,cognitive,conflict"
11,ceo
11,"chair,’,s,leadership"
11,"inductive,analyses"
11,"video,observations"
11,"board,meetings"
11,australian
11,"chair,participative,leadership"
11,"disagreement,episodes"
11,follow-up
11,"in-depth,interviews"
11,"board,meeting,participants"
11,"psychological,safety"
11,"key,mechanism"
11,"participative,board,chairs"
11,"board–ceo,cognitive,conflict"
11,"large-scale,survey,study"
11,dutch
11,whereas
11,"chair,’,s,relationship"
11,ceo
11,"chair,’,s,role"
11,"identify,board,psychological,safety"
11,"important,element"
12,scholars
12,"distinct,constructs"
12,"meaningful,theoretical,advancements"
12,"employees,’,voice"
12,"behavioral,activation"
12,"behavioral,inhibition,systems,perspective"
12,"conceptual,framework"
12,"psychological,safety—more"
12,"differentiate,voice"
12,"unique,effects"
12,"employee,burnout"
12,mρ
12,"=,-.15"
12,"psychological,safety"
12,"interval-contingent,panel,study"
12,taken
12,"article,shifts"
12,"distinct,constructs"
12,"such,differences,matter"
13,side-hustles
13,"full-time,jobs"
13,"gig,economy"
13,"supplementary,work"
13,"side-hustles,conflict"
13,"full-time,work,performance"
13,"assert,psychological,empowerment"
13,"side-hustles,enriches"
13,"full-time,work,performance"
13,"side-hustle,complexity—the"
13,"side-hustle,motives"
13,"employees,supports"
13,"side-hustle,empowerment"
13,"full-time,work,performance"
13,"method,study"
13,"employee-coworker,dyads"
13,"affective,pathway"
13,"side-hustle,empowerment,enriches"
13,"full-time,work,performance"
13,"side-hustle,engagement"
13,"cognitive,pathway"
13,"side-hustle,empowerment,distracts"
13,"full-time,work,performance"
13,"side-hustle,engagement"
13,"attention,residue—persistent,cognitions"
13,"full-time,work"
13,overall
13,"performance,enrichment"
13,"performance,conflict"
13,"full-time,work"
13,"full-time,work,strengthens"
13,"side-hustle,empowerment"
13,combined
13,"side-hustle,empowerment"
13,"side-hustle,empowerment,influences,affective"
13,"cognitive,experiences"
13,"full-time,work"
14,"paper,contributes"
14,"resource,dependence,theory,literature"
14,"corporate,political,activity,literature"
14,"different,types"
14,"dependence,management"
14,milliken
14,"’,s"
14,"uncertainty,typology"
14,"environmental,factors,increase"
14,"state,uncertainty"
14,"firms,’,dependence"
14,"government,jurisdictions"
14,"factors,increase,response,uncertainty"
14,"historical,influence"
14,"social,movement,organizations"
14,smos
14,"negative,national,media,tenor"
14,smo
14,"resources,increase,state,uncertainty"
14,"government,’,s"
14,"likely,behavior"
14,"firms,’,dependence"
14,"political,contributions"
14,tmt
14,"politician,turnover,increase,response,uncertainty"
14,"firms,’,efforts"
14,"political,contributions"
14,"political,contributions"
14,"intensive,industries"
14,"senior,executives"
14,"political,consultants"
14,"senior,government,employees"
14,"corporate,political,activity"
15,"resource,dependence,theory"
15,rdt
15,"external,entities"
15,"heterogeneous,nature"
15,"such,dependencies"
15,specifically
15,"internal,firm,dynamics"
15,"resource,dependence"
15,"resource,orchestration"
15,ro
15,rdt
15,ro
15,"revenue,increases"
15,"core,tenet"
15,rdt
15,"firm,adjusts"
15,"market,responds"
15,"heterogeneous,nature"
15,"such,dependence,–"
15,"dependence,scope"
15,"dependence,relationship,resides"
15,"dependence,supplementation"
15,"new,relationships"
15,"dependence,relationship"
15,"dependence,stability"
15,"dependence,relationship"
15,"broad,support"
15,"longitudinal,sample"
15,"firms,’,dependence"
15,"governmental,contracts"
15,collectively
15,rdt
15,"explanatory,mechanisms"
15,"firm,’,external,dependence,relationships"
15,"practical,implications"
16,"status,inconsistencies"
16,"multiple,status,hierarchies"
16,"pluralistic,value,systems"
16,"multiple,status,conferral,mechanisms"
16,"hierarchies,’,prestige,varies"
16,"status,inconsistency"
16,"pursue,opportunities"
16,"status,hierarchies,’,unequal,prestige,influences"
16,"actors,’,responses"
16,"status,inconsistency"
16,"primary,status,hierarchy"
16,"particular,professional,networks"
16,"commercial,status"
16,hollywood
16,"status-inconsistent,performers"
16,"commercial,hierarchy"
16,"commercial,status"
16,"pursue,opportunities"
16,"high,status"
16,"artistic,status,hierarchy"
16,"primary,status,hierarchy"
17,"extensive,body"
17,"literature,demonstrates"
17,"incentive,effect"
17,pfp
17,"motivates,employees,’,in-role,task,performance"
17,nonetheless
17,pfp
17,"demotivate,employees,’,extra-role,behaviors"
17,drawing
17,"expectancy,theory"
17,vroom
17,"heuristic,processing,literature"
17,kahneman
17,pfp
17,"“,pay,”,component"
17,pfp
17,"“,performance,”,component"
17,"performance,subjectivity"
17,"employee,performance"
17,"performance,appraisal,system"
17,specifically
17,pfp
17,"positive,effect"
17,"high,performance,subjectivity"
17,"psychological,mechanism"
17,"helping-performance,expectancy,accounts"
17,pfp
17,"performance,subjectivity"
17,"empirical,results"
17,"distinctive,methodologies"
17,"general,support"
17,taken
17,"conventional,wisdom"
17,pfp
17,"undermines,employees,’,extra-role,behaviors"
17,"new,insight"
17,pfp
17,"motivates,employee"
18,"strategic,ambiguity"
18,"public,scrutiny"
18,"historical,study"
18,"sicilian,mafia"
18,"strategic,ambiguity,maintenance"
18,mafia
18,"state,representatives"
18,"different,types"
18,mafia
18,"state,representatives"
18,"main,contribution"
18,"advances,understanding"
18,"strategic,ambiguity"
18,"public,scrutiny"
18,"enriches,understanding"
18,"key,process,dynamics"
18,"non-discursive,strategies"
18,"clandestine,organizations"
19,"new,ventures,gain,legitimacy"
19,"critical,resources"
19,"cultural,entrepreneurship,research,highlights"
19,"“,optimal,distinctiveness,”,trade-off"
19,"new,ventures,need"
19,"distinctiveness,counteracts"
19,"organizational,legitimacy"
19,"proposition,matters"
19,"resource,acquisition"
19,"certain,audiences"
19,"theoretical,arguments"
19,"new,ventures,’,resource,acquisition"
19,"important,audiences"
19,"new,ventures"
19,analysis
19,"market,categories"
19,"distinctiveness,lead"
19,"distinctiveness,intensifies"
19,"alternative,sources"
19,"study,contributes"
19,"new,mechanism"
19,"“,optimal,distinctiveness,”,trade-off"
20,kin
20,"new,firms"
20,"new,firms"
20,"possible,spillover"
20,"personal,conflict"
20,"kin,ties"
20,"negative,implications"
20,"contingency,approach"
20,"new,firms"
20,"different,structural,configurations"
20,"kin,ties,–"
20,"employees,–"
20,"new,firms"
20,"new,firms"
20,stockholm
20,"theory,deepens"
20,"kin,ties"
20,"new,firms"
21,"numerous,ways"
21,"’,s"
21,"internal,sense"
21,"external,expression"
21,"’,s"
21,"real,self"
21,"evidence,highlights"
21,"positive,consequences"
21,"special,section"
21,"novel,empirical,evidence"
21,"field,studies"
21,"work,context"
21,"articles,focus"
21,"document,intrapersonal"
21,"situational,factors"
21,"novel,research,directions"
21,"identity,integration"
21,"work,discourse"
22,"job,interviews"
22,"target,’,s,interests"
22,"good,impression"
22,"positive,outcome"
22,"pilot,study"
22,"impression,management,research"
22,studies
22,"benefits,people"
22,"field,study"
22,"potential,investors"
22,"investors,’,evaluations"
22,"people,experience"
22,"person,’,s,preferences"
22,studies
22,compared
22,"control,condition"
22,"harms,performance"
22,"others,’,preferences"
22,"increases,anxiety"
22,studies
22,taken
22,"successful,outcomes"
22,"undesirable,feelings"
22,"increases,anxiety"
22,"hinders,performance"
23,"mindfulness,literature"
23,"present-moment,attention"
23,"employee,creativity"
23,"links,mindfulness"
23,"employee,creativity"
23,"creative,process,engagement"
23,"leader,humility"
23,"boundary,condition"
23,"field,studies"
23,"conceptual,model"
23,specifically
23,"employee,mindfulness"
23,"positive,association"
23,"employee,creativity"
23,"creative,process,engagement"
23,"indirect,positive,association"
23,"employee,creativity"
23,"creative,process,engagement"
23,"employees,perceive"
23,"humble,leaders"
23,"indirect,relationship"
23,"leader,humility"
24,integrating
24,"metacognitive,practice"
24,"theoretical,framework"
24,"motivational,forces"
24,"metacognitive,beliefs"
24,"drive,resources"
24,"mental,fatigue"
24,"draws,resources"
24,"situational,appraisals"
24,across
24,"people,’,s,overall,capacity"
24,"metacognitive,beliefs"
24,"metacognitive,beliefs"
24,"negative,role"
24,"mental,fatigue"
24,"challenging,tasks"
24,"organizational,hindrances"
24,"article,clarifies"
24,"theoretical,framework"
24,"empirical,findings"
25,bureaucratic
25,"crucial,determinant"
25,"economic,growth"
25,"real-world,evidence,exists"
25,"field,experiment"
25,"social,recognition,intervention"
25,"health,facilities"
25,nigerian
25,"intervention,–"
25,"organization,–"
25,"identical,tasks"
25,"social,recognition"
25,"potential,benefits"
25,"behavioral,interventions"
25,furthermore
25,"facility-level,observables"
25,"cross-state,differences"
25,"external,validity"
26,"field,experiment"
26,up
26,"grow,up"
26,"diminish,chronic,absences"
26,"preschool,programs"
26,chicago
26,"text,messages"
26,"malleable,factors"
26,"drive,absences"
26,"administrative,records"
26,"standard,deviations"
26,"chronic,absenteeism"
26,"percentage,points"
26,"18-week,period"
26,"treatment,impact"
26,"bottom,quantiles"
26,"attendance,distribution"
26,survey
26,"children,’,s,development"
26,preschool
26,"low-cost,light-touch,interventions"
26,"attendance,requirements"
27,"temporal,positions"
27,"field,experiment"
27,"personal,attributes"
27,"physical,appearance"
27,specifically
27,"actor,’,s,need"
27,"research,highlights"
27,"choice,architecture"
28,workday
28,"respite,activities"
28,"enjoyable,nature"
28,"work,tasks"
28,"respite,activities"
28,"work,hours"
28,based
28,"affective,events"
28,"workday,respite,activities"
28,"affective,events"
28,"identify,mindfulness—the"
28,"non-judgmental,awareness"
28,"present,moment—as"
28,"facilitates,psychological,detachment"
28,"workday,respite,activities"
28,"turn,enhances,employee,outcomes"
28,"affective,states"
28,"full-time,employees"
28,"workday,respite,activities"
28,"intrinsic,motivation"
28,"psychological,detachment"
28,"positive,affective,state"
28,"work,stress"
28,"emotional,exhaustion"
28,"psychological,detachment"
28,"negative,affective,state"
29,"eyes,cues"
29,"social,norm,messages"
29,"fare,evasion"
29,"railway,stations"
29,france
29,"natural,field,experiment"
29,"two-week,period"
29,"control,eye-cues,poster"
29,"experimental,eye-cues"
29,"social,norm"
29,"artefactual,experiment"
29,"experimental,train,station"
29,"eye,cues"
29,"train,station"
29,"eye,cues"
29,"social,norm"
29,"fare,evasion,rates"
29,"standard,inspection,operations"
29,"external,validity"
29,"laboratory,experiments"
29,"small,scale"
29,"potential,benefits"
29,"internal,enforcement,techniques"
29,"visibility,cues"
29,"social,norms"
29,"moral,behavior"
30,effective
30,"regulatory,agencies"
30,"economic,sustainability"
30,"information,asymmetry"
30,"environmental,externalities"
30,whereas
30,"organizational,scholars,cite,weak,relationships"
30,"key,source"
30,"organizational,deviance,contends"
30,"strong,relationships,promotes"
30,drawing
30,"relationship,strength,exhibits"
30,u-shaped
30,"relationship,strength,reduces"
30,"certain,point"
30,"field,study"
30,"longitudinal,archival,data"
30,"financial,restatements"
30,certified
30,accountants
30,"experimental,audit,simulation"
31,phishing
31,"computer,attack"
31,phishing
31,"organizational,data"
31,"theoretical,perspectives"
31,"social,distance"
31,"exploitable,resource"
31,"actual,social,distance"
31,"social,distance"
31,"validation,study"
31,"field,experiment"
31,"insurance,company"
32,"nudge,consumers"
32,"chicken,sandwich"
32,"meat,substitute"
32,"field,study,tests"
32,"choice,architecture"
32,"large,retail,store,increases"
32,"meat,substitutes"
32,"offering,meat,substitutes"
32,"vegetarian,section"
32,"study,places"
32,"similar,meat,products"
32,"meat,substitutes,’,visibility"
32,doing
32,"enhances,sales"
32,"meat,substitutes"
32,"past,sales"
32,"experimental,store"
32,"control,stores"
32,"backfire,effect"
32,"meat,product,sales"
32,"follow-up,study,disentangles"
32,"product,visibility"
32,"pairwise,presentation"
32,"product,visibility"
32,"pairwise,presentation,increase,sales"
32,"meat,substitutes"
32,"meat,substitutes"
32,"pairwise,presentation"
33,"deterrence,effect"
33,"regulatory,enforcement"
33,"unique,natural,setting"
33,"ride-level,data"
33,york
33,"city,taxicab,drivers"
33,"identify,drivers"
33,"overcharge,customers"
33,"drivers,’,experience"
33,"regulatory,enforcement"
33,"taxi,court"
33,"drivers,’,experience"
33,"taxi,court"
33,"taxi,court"
33,"subsequent,fraud"
33,interestingly
33,"regulatory,enforcement"
33,"future,fraud"
33,consistent
33,"impact,bias"
33,"drivers,’,affective"
33,"similar,drivers"
33,"recent,taxi,court,experience"
33,"future,fraud"
33,"actual,enforcement"
34,"present,research"
34,"nonjudgmental,awareness"
34,"present,moment"
34,"increases,prosocial,behavior"
34,"longitudinal,field,experiment"
34,"us,insurance,company"
34,compared
34,"waitlist,control"
34,"daily,mindfulness,training"
34,"day,period"
34,"quantitative,surveys"
34,india
34,"field,experiment"
34,"prosocial,behavior"
34,"round,robin,design"
34,studies
34,"mindfulness,’"
34,"prosocial,behavior"
34,"moderate,support"
34,"state,mindfulness"
34,"different,mindfulness,inductions"
34,"kindness,meditation"
34,"secular,state,mindfulness"
34,"great,importance"
35,"ethical,standards"
35,"plague,us,corporations"
35,"paper,investigates"
35,"organization,pursues"
35,"ethical,violations"
35,"considerable,amount"
35,"low-income,workers"
35,drawing
35,"regulatory,mode,theory"
35,"linguistic,analysis"
35,"franchise,mission,statements"
35,eeoc
35,"archival,data"
35,"past,decade,reveals"
35,"regulatory,mode,predicts,franchise,involvement"
35,discriminatory
35,"mission,statements,motivate,employees"
35,"urgent,action"
35,"locomotion,mode"
35,"thoughtful,consideration"
35,"assessment,mode"
35,"high,locomotion,mission,statements"
35,"ethical,standards"
35,"discriminatory,managerial,decisions"
35,"high,assessment,mission,statements"
36,"deter,auto,insurance,fraud"
36,"insurance,companies"
36,"law,enforcement,agencies"
36,"suspicious,claims"
36,"unique,datasets"
36,"insurance,company,records"
36,"insurance,fraud,investigators"
36,"state,law,enforcement,data"
36,ca
36,ny
36,"automotive,insurance,customers"
36,"identify,organizational,constraints"
36,"public,relations"
36,"identify,psychological,factors"
36,"deter,consumers"
36,"consumers,over-estimate"
36,"social,sanctions"
36,"negative,publicity"
36,"anticipate,high,emotional,costs"
36,"psychological,factors"
36,"deter,fraud"
36,"economic,sanctions"
36,tenbrunsel
36,messick
36,"organizational,constraints"
36,"psychological,factors"
37,"individual,behavior"
37,"empirical,studies"
37,"field,experiment"
37,"common,types"
37,"symbolic,awards"
37,"surprise,awards"
37,u.s.
37,"awards,motivate,student,attendance"
37,contrary
37,"organizational,leaders,’,expectations"
37,"prospective,awards"
37,"retrospective,awards"
37,"subsequent,attendance"
37,"significant,negative,effect"
37,"prospective,incentives"
37,"crowding-out,effect"
37,survey
37,"target,behavior"
37,"perfect,attendance"
37,"social,norm"
37,"retrospective,award,suggests"
38,"status,incentives"
38,"moral,behaviors"
38,"status,conferral"
38,across
38,"diverse,samples"
38,"moral,actors"
38,"status,incentives"
38,perceptions
38,"authenticity,mediate"
38,"moral,behaviors"
38,"status,incentives"
38,"status,conferral"
38,"two-wave,online,survey,replicates"
38,"experimental,findings"
38,"observers,’"
38,"moral,identity"
38,"moral,behaviors"
38,"status,incentives"
38,"subsequent,status,conferral"
39,integrating
39,"interpersonal,lens"
39,"leader,humility"
39,"mediation,model"
39,"circumstances,leader,humility,relates"
39,"leaders,express,humility"
39,"leader,humility,decreases"
39,"follower,vulnerability"
39,"interactive,effect"
39,"leader,humility"
39,"theoretical,model"
39,"experimental,designs"
39,"results,contribute"
39,"interpersonal,antecedents"
39,"leader,humility"
39,"important,employee,outcomes"
40,"field,experiment"
40,"enrollment,defaults"
40,"education,technology"
40,"students,’"
40,"academic,progress"
40,"opt-in,process,induces"
40,"low,parent,take-up"
40,"process,yields"
40,"such,low,take-up"
40,"average,student,achievement"
40,"parents,increases,take-up"
40,"improves,student,achievement"
40,gpa
40,gpa
40,"automatic,enrollment"
40,"district,leaders,take-up"
40,"standard,opt-in,processes"
40,"percentage,points"
40,"automatic,enrollment"
40,"percentage,points"
40,"actual,take-up,rates"
40,"district,leaders"
40,"automatic,enrollment"
40,"standard,opt-in,processes"
