Article ID,Noun Phrase,FoundInTitle,FoundInAbstract
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,0
3,"practice,diffusion",1,0
3,"practice,prevalence",1,0
3,"“,strength",1,0
3,"social,influence,pathways",1,0
3,"“,weakness",1,0
3,"complex,way",1,0
3,"negative,effect",1,0
3,"theoretical,perspective",1,0
3,"positive,effect",1,0
3,"theoretical,framework",1,0
3,"view,prevalence",1,0
3,"third-party,evaluators",1,0
3,"numbers,”,effect",1,0
3,"past,adopters",1,0
3,"controversial,practice",1,0
3,"structural,equation",1,0
3,employing,1,0
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,0
3,"practice,diffusion",1,0
3,"practice,prevalence",1,0
3,"“,strength",1,0
3,"social,influence,pathways",1,0
3,"“,weakness",1,0
3,"complex,way",1,0
3,"negative,effect",1,0
3,"theoretical,perspective",1,0
3,"positive,effect",1,0
3,"theoretical,framework",1,0
3,"view,prevalence",1,0
3,"third-party,evaluators",1,0
3,"numbers,”,effect",1,0
3,"past,adopters",1,0
3,"controversial,practice",1,0
3,"structural,equation",1,0
3,employing,1,0
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,0
3,"practice,diffusion",1,0
3,"practice,prevalence",1,0
3,"“,strength",1,0
3,"social,influence,pathways",1,0
3,"“,weakness",1,0
3,"complex,way",1,0
3,"negative,effect",1,0
3,"theoretical,perspective",1,0
3,"positive,effect",1,0
3,"theoretical,framework",1,0
3,"view,prevalence",1,0
3,"third-party,evaluators",1,0
3,"numbers,”,effect",1,0
3,"past,adopters",1,0
3,"controversial,practice",1,0
3,"structural,equation",1,0
3,employing,1,0
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,1
3,"practice,diffusion",1,0
3,"practice,prevalence",1,0
3,"“,strength",1,0
3,"social,influence,pathways",1,0
3,"“,weakness",1,0
3,"complex,way",1,0
3,"negative,effect",1,0
3,"theoretical,perspective",1,0
3,"positive,effect",1,0
3,"theoretical,framework",1,0
3,"view,prevalence",1,0
3,"third-party,evaluators",1,0
3,"numbers,”,effect",1,0
3,"past,adopters",1,0
3,"controversial,practice",1,0
3,"structural,equation",1,0
3,employing,1,0
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,0
3,"practice,diffusion",1,0
3,"practice,prevalence",1,0
3,"“,strength",1,0
3,"social,influence,pathways",1,0
3,"“,weakness",1,0
3,"complex,way",1,0
3,"negative,effect",1,0
3,"theoretical,perspective",1,0
3,"positive,effect",1,0
3,"theoretical,framework",1,0
3,"view,prevalence",1,0
3,"third-party,evaluators",1,0
3,"numbers,”,effect",1,0
3,"past,adopters",1,0
3,"controversial,practice",1,0
3,"structural,equation",1,0
3,employing,1,0
3,"potential,adopters",1,0
3,rms,1,0
3,"private,firm",1,0
3,"practice,’,s,value",1,0
3,"“,shell,company,”,—we",1,0
3,"common,prediction",1,0
3,"future,research",1,0
3,specifically,1,0
3,"past,adopters,exerts",1,0
3,"future,adopters",1,0
3,"reverse,mergers",1,0
3,"practice,diffusion",1,0
37,"perfect,attendance",0,1
37,"social,norm",0,1
37,"retrospective,award,suggests",0,1
37,"prospective,awards",0,1
37,"crowding-out,effect",0,1
37,contrary,0,1
37,survey,0,1
37,"target,behavior",0,1
37,"organizational,leaders,’,expectations",0,1
37,"common,types",0,1
37,"subsequent,attendance",0,1
37,"empirical,studies",0,1
37,u.s.,0,1
37,"surprise,awards",0,1
37,"significant,negative,effect",0,1
37,"awards,motivate,student,attendance",0,1
37,"retrospective,awards",0,1
37,"symbolic,awards",0,1
37,"individual,behavior",0,1
37,"prospective,incentives",0,1
37,"field,experiment",0,1
4,wolfson,1,0
4,scrs,1,0
4,"cycliste,internationale",1,0
4,mathieu,1,0
4,"team,task-specific,experience",1,0
4,"’,s",1,0
4,"organizational,success",1,0
4,hcrs,1,0
4,hcrc,1,0
4,"situational,characteristics",1,0
4,hcr,1,0
4,"critical,boundary,condition",1,0
4,"high,levels",1,0
4,"capital,resources",1,0
4,teams,1,0
4,"competitive,advantage",1,0
4,implications,1,0
4,researchers,1,0
4,hc,1,0
4,tour,1,0
4,"human,capital",1,0
4,"members,’",1,0
4,"capital,resource,complementarity",1,0
4,furthermore,1,0
4,"organizational,leaders",1,0
4,"future,theory,building",1,0
4,wolfson,1,0
4,scrs,1,0
4,"cycliste,internationale",1,0
4,mathieu,1,0
4,"team,task-specific,experience",1,0
4,"’,s",1,0
4,"organizational,success",1,0
4,hcrs,1,0
4,hcrc,1,0
4,"situational,characteristics",1,0
4,hcr,1,0
4,"critical,boundary,condition",1,0
4,"high,levels",1,0
4,"capital,resources",1,0
4,teams,1,0
4,"competitive,advantage",1,0
4,implications,1,0
4,researchers,1,0
4,hc,1,0
4,tour,1,0
4,"human,capital",1,0
4,"members,’",1,0
4,"capital,resource,complementarity",1,0
4,furthermore,1,0
4,"organizational,leaders",1,0
4,"future,theory,building",1,0
4,wolfson,1,0
4,scrs,1,0
4,"cycliste,internationale",1,0
4,mathieu,1,0
4,"team,task-specific,experience",1,0
4,"’,s",1,0
4,"organizational,success",1,0
4,hcrs,1,0
4,hcrc,1,0
4,"situational,characteristics",1,0
4,hcr,1,0
4,"critical,boundary,condition",1,0
4,"high,levels",1,0
4,"capital,resources",1,0
4,teams,1,0
4,"competitive,advantage",1,0
4,implications,1,0
4,researchers,1,0
4,hc,1,0
4,tour,1,0
4,"human,capital",1,0
4,"members,’",1,0
4,"capital,resource,complementarity",1,0
4,furthermore,1,0
4,"organizational,leaders",1,0
4,"future,theory,building",1,0
4,wolfson,1,0
4,scrs,1,0
4,"cycliste,internationale",1,0
4,mathieu,1,0
4,"team,task-specific,experience",1,0
4,"’,s",1,0
4,"organizational,success",1,0
4,hcrs,1,0
4,hcrc,1,0
4,"situational,characteristics",1,0
4,hcr,1,0
4,"critical,boundary,condition",1,0
4,"high,levels",1,0
4,"capital,resources",1,0
4,teams,1,0
4,"competitive,advantage",1,0
4,implications,1,0
4,researchers,1,0
4,hc,1,0
4,tour,1,0
4,"human,capital",1,0
4,"members,’",1,0
4,"capital,resource,complementarity",1,0
4,furthermore,1,0
4,"organizational,leaders",1,0
4,"future,theory,building",1,0
4,wolfson,1,0
4,scrs,1,0
4,"cycliste,internationale",1,0
4,mathieu,1,0
4,"team,task-specific,experience",1,0
4,"’,s",1,0
4,"organizational,success",1,0
4,hcrs,1,0
4,hcrc,1,0
4,"situational,characteristics",1,0
4,hcr,1,0
4,"critical,boundary,condition",1,0
4,"high,levels",1,0
4,"capital,resources",1,1
4,teams,1,0
4,"competitive,advantage",1,0
4,implications,1,0
4,researchers,1,0
4,hc,1,0
4,tour,1,0
4,"human,capital",1,0
4,"members,’",1,0
4,"capital,resource,complementarity",1,0
4,furthermore,1,0
4,"organizational,leaders",1,0
4,"future,theory,building",1,0
37,"perfect,attendance",0,1
37,"social,norm",0,1
37,"retrospective,award,suggests",0,1
37,"prospective,awards",0,1
37,"crowding-out,effect",0,1
37,contrary,0,1
37,survey,0,1
37,"target,behavior",0,1
37,"organizational,leaders,’,expectations",0,1
37,"common,types",0,1
37,"subsequent,attendance",0,1
37,"empirical,studies",0,1
37,u.s.,0,1
37,"surprise,awards",0,1
37,"significant,negative,effect",0,1
37,"awards,motivate,student,attendance",0,1
37,"retrospective,awards",0,1
37,"symbolic,awards",0,1
37,"individual,behavior",0,1
37,"prospective,incentives",0,1
37,"field,experiment",0,1
5,"performance,consequences",1,0
5,"primary,data",1,0
5,"institutional,theory",1,0
5,"managerial,foresight",1,0
5,york,1,0
5,"political,uncertainty",1,0
5,"prominent,role",1,0
5,"performance,plays",1,0
5,"evidence,suggests",1,0
5,"37-year,period",1,0
5,"neo-institutional,theory,suggests",1,0
5,"subsequent,firm,performance",1,0
5,"central,role",1,0
5,"institutional,forces",1,0
5,"firm,performance",1,0
5,"current-year,performance",1,0
5,"key,antecedents",1,0
5,guided,1,0
5,"reflect,efficiency,considerations",1,0
5,"important,questions",1,0
5,"company,performance",1,0
5,"stock,exchange",1,0
5,"performance,consequences",1,0
5,"primary,data",1,0
5,"institutional,theory",1,0
5,"managerial,foresight",1,0
5,york,1,0
5,"political,uncertainty",1,0
5,"prominent,role",1,0
5,"performance,plays",1,0
5,"evidence,suggests",1,0
5,"37-year,period",1,0
5,"neo-institutional,theory,suggests",1,0
5,"subsequent,firm,performance",1,0
5,"central,role",1,0
5,"institutional,forces",1,0
5,"firm,performance",1,0
5,"current-year,performance",1,0
5,"key,antecedents",1,0
5,guided,1,0
5,"reflect,efficiency,considerations",1,0
5,"important,questions",1,0
5,"company,performance",1,0
5,"stock,exchange",1,0
5,"performance,consequences",1,0
5,"primary,data",1,0
5,"institutional,theory",1,0
5,"managerial,foresight",1,0
5,york,1,0
5,"political,uncertainty",1,0
5,"prominent,role",1,0
5,"performance,plays",1,0
5,"evidence,suggests",1,0
5,"37-year,period",1,0
5,"neo-institutional,theory,suggests",1,0
5,"subsequent,firm,performance",1,0
5,"central,role",1,0
5,"institutional,forces",1,0
5,"firm,performance",1,0
5,"current-year,performance",1,0
5,"key,antecedents",1,0
5,guided,1,0
5,"reflect,efficiency,considerations",1,0
5,"important,questions",1,0
5,"company,performance",1,0
5,"stock,exchange",1,0
5,"performance,consequences",1,0
5,"primary,data",1,0
5,"institutional,theory",1,0
5,"managerial,foresight",1,0
5,york,1,0
5,"political,uncertainty",1,0
5,"prominent,role",1,0
5,"performance,plays",1,0
5,"evidence,suggests",1,0
5,"37-year,period",1,0
5,"neo-institutional,theory,suggests",1,0
5,"subsequent,firm,performance",1,0
5,"central,role",1,0
5,"institutional,forces",1,0
5,"firm,performance",1,0
5,"current-year,performance",1,0
5,"key,antecedents",1,0
5,guided,1,0
5,"reflect,efficiency,considerations",1,0
5,"important,questions",1,0
5,"company,performance",1,0
5,"stock,exchange",1,0
37,"perfect,attendance",0,1
37,"social,norm",0,1
37,"retrospective,award,suggests",0,1
37,"prospective,awards",0,1
37,"crowding-out,effect",0,1
37,contrary,0,1
37,survey,0,1
37,"target,behavior",0,1
37,"organizational,leaders,’,expectations",0,1
37,"common,types",0,1
37,"subsequent,attendance",0,1
37,"empirical,studies",0,1
37,u.s.,0,1
37,"surprise,awards",0,1
37,"significant,negative,effect",0,1
37,"awards,motivate,student,attendance",0,1
37,"retrospective,awards",0,1
37,"symbolic,awards",0,1
37,"individual,behavior",0,1
37,"prospective,incentives",0,1
37,"field,experiment",0,1
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,0
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,0
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,0
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,0
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,2
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
6,"financial,restatements",1,0
6,"different,dimensions",1,0
6,"causes,interdimensional,incongruence",1,0
6,"positive,capability,signals",1,0
6,"negative,effects",1,0
6,"alliance,announcements",1,0
6,specifically,1,0
6,"negative,integrity,signal",1,0
6,"organizational,misconduct",1,0
6,"firm,size",1,0
6,"negative,integrity,signals",1,0
6,"positive,expectations",1,0
37,"perfect,attendance",0,1
37,"social,norm",0,1
37,"retrospective,award,suggests",0,1
37,"prospective,awards",0,1
37,"crowding-out,effect",0,1
37,contrary,0,1
37,survey,0,1
37,"target,behavior",0,1
37,"organizational,leaders,’,expectations",0,1
37,"common,types",0,1
37,"subsequent,attendance",0,1
37,"empirical,studies",0,1
37,u.s.,0,1
37,"surprise,awards",0,1
37,"significant,negative,effect",0,1
37,"awards,motivate,student,attendance",0,1
37,"retrospective,awards",0,1
37,"symbolic,awards",0,1
37,"individual,behavior",0,1
37,"prospective,incentives",0,1
37,"field,experiment",0,1
7,"voice,takes—that",1,0
7,"low,congruence",1,0
7,congruence,1,0
7,"supervisors,’,proactive,personality",1,0
7,"negative,trajectory",1,0
7,employees,1,0
7,"voice,growth",1,0
7,"positive,trajectory",1,0
7,"negative,trajectory—is",1,0
7,"proactive,personality",1,0
7,"test,theory",1,0
7,"initial,voice",1,0
7,"positive,voice,trajectory",1,0
7,"supervisor-employee,dyads",1,0
7,"early,stages",1,0
7,"subsequent,path",1,0
7,"positive,trend",1,0
7,dyadic,1,0
7,"voice,takes—that",1,0
7,"low,congruence",1,0
7,congruence,1,0
7,"supervisors,’,proactive,personality",1,0
7,"negative,trajectory",1,0
7,employees,1,0
7,"voice,growth",1,0
7,"positive,trajectory",1,0
7,"negative,trajectory—is",1,0
7,"proactive,personality",1,0
7,"test,theory",1,0
7,"initial,voice",1,0
7,"positive,voice,trajectory",1,0
7,"supervisor-employee,dyads",1,0
7,"early,stages",1,0
7,"subsequent,path",1,0
7,"positive,trend",1,0
7,dyadic,1,0
7,"voice,takes—that",1,0
7,"low,congruence",1,0
7,congruence,1,0
7,"supervisors,’,proactive,personality",1,0
7,"negative,trajectory",1,0
7,employees,1,0
7,"voice,growth",1,0
7,"positive,trajectory",1,0
7,"negative,trajectory—is",1,0
7,"proactive,personality",1,0
7,"test,theory",1,0
7,"initial,voice",1,0
7,"positive,voice,trajectory",1,0
7,"supervisor-employee,dyads",1,0
7,"early,stages",1,0
7,"subsequent,path",1,0
7,"positive,trend",1,0
7,dyadic,1,0
37,"perfect,attendance",0,1
37,"social,norm",0,1
37,"retrospective,award,suggests",0,1
37,"prospective,awards",0,1
37,"crowding-out,effect",0,1
37,contrary,0,1
37,survey,0,1
37,"target,behavior",0,1
37,"organizational,leaders,’,expectations",0,1
37,"common,types",0,1
37,"subsequent,attendance",0,1
37,"empirical,studies",0,1
37,u.s.,0,1
37,"surprise,awards",0,1
37,"significant,negative,effect",0,1
37,"awards,motivate,student,attendance",0,1
37,"retrospective,awards",0,1
37,"symbolic,awards",0,1
37,"individual,behavior",0,1
37,"prospective,incentives",0,1
37,"field,experiment",0,1
8,"competitive,dynamics",1,0
8,drawing,1,0
8,"high,level",1,0
8,"hostile,actions",1,0
8,"parent,firm",1,0
8,"corporate,investors,’,decisions",1,0
8,"parent,firms,’,technological,knowledge",1,0
8,"negative,effects",1,0
8,"medical,device,industry",1,0
8,"competitive,risks",1,0
8,"technological,overlap",1,0
8,"intellectual,property,rights",1,0
8,"parent,firms,influences",1,0
8,u.s.,1,0
8,"strong,litigiousness",1,0
8,"corporate,venture,capital,investments",1,0
8,"competitive,tension",1,0
8,"parent,firms",1,0
8,"indirect,access",1,0
8,"parent,firm,deters,potential",1,0
8,"corporate,investors",1,0
8,"competitive,dynamics",1,0
